Distance,Cross level,Curvature,Lateral,Vertical,Gauge
131.75,-0.661,-0.005,-0.427,0.087,-0.244
132.0,-0.568,-0.005,-0.462,-0.026,-0.318
132.25,-0.627,-0.005,-0.508,-0.271,-0.407
132.5,-0.686,-0.005,-0.555,-0.517,-0.497
132.75,-0.839,-0.005,-0.581,-0.835,-0.522
133.0,-0.993,-0.005,-0.608,-1.153,-0.547
133.25,-1.08,-0.004,-0.564,-1.379,-0.593
133.5,-1.167,-0.003,-0.52,-1.605,-0.638
133.75,-1.127,-0.003,-0.513,-1.764,-0.667
134.0,-1.087,-0.003,-0.505,-1.924,-0.696
134.25,-0.993,-0.004,-0.724,-1.918,-0.842
134.5,-0.899,-0.005,-0.942,-1.913,-0.989
134.75,-0.858,-0.005,-1.029,-1.692,-0.973
135.0,-0.816,-0.005,-1.117,-1.47,-0.958
135.25,-0.799,-0.005,-1.087,-1.003,-0.929
135.5,-0.781,-0.005,-1.058,-0.535,-0.9
135.75,-0.836,-0.005,-1.124,0.001,-0.969
136.0,-0.89,-0.005,-1.189,0.538,-1.037
136.25,-1.0,-0.005,-1.298,1.007,-1.063
136.5,-1.11,-0.005,-1.406,1.476,-1.088
136.75,-1.039,-0.005,-1.428,1.953,-1.087
137.0,-0.968,-0.005,-1.45,2.429,-1.086
137.25,-0.954,-0.005,-1.311,2.77,-0.949
137.5,-0.939,-0.005,-1.171,3.111,-0.811
137.75,-0.683,-0.005,-1.192,3.264,-0.689
138.0,-0.427,-0.005,-1.213,3.417,-0.566
138.25,-0.206,-0.003,-0.994,3.318,-0.508
138.5,0.016,-0.002,-0.774,3.219,-0.45
138.75,0.265,-0.002,-0.681,3.032,-0.369
139.0,0.514,-0.002,-0.587,2.845,-0.288
139.25,0.687,-0.002,-0.696,2.577,-0.305
139.5,0.86,-0.002,-0.805,2.308,-0.321
139.75,0.848,-0.002,-0.878,2.065,-0.227
140.0,0.838,-0.002,-0.951,1.823,-0.134
140.25,0.789,-0.002,-0.991,1.592,-0.169
140.5,0.739,-0.002,-1.031,1.362,-0.203
140.75,0.598,-0.002,-0.966,1.167,-0.178
141.0,0.456,-0.002,-0.9,0.973,-0.153
141.25,0.149,-0.002,-0.808,0.874,-0.361
141.5,-0.158,-0.002,-0.715,0.775,-0.569
141.75,-0.254,-0.002,-0.779,0.89,-0.487
142.0,-0.35,-0.002,-0.842,1.005,-0.405
142.25,-0.366,-0.002,-0.859,1.136,-0.349
142.5,-0.383,-0.002,-0.876,1.267,-0.293
142.75,-0.357,-0.002,-0.948,1.372,-0.257
143.0,-0.332,-0.002,-1.021,1.477,-0.222
143.25,-0.277,-0.001,-0.92,1.469,-0.126
143.5,-0.222,0.0,-0.818,1.462,-0.03
143.75,-0.188,0.0,-0.646,1.399,-0.035
144.0,-0.153,0.0,-0.473,1.336,-0.04
144.25,-0.138,0.0,-0.296,1.129,0.013
144.5,-0.122,0.0,-0.119,0.922,0.066
144.75,-0.101,0.0,-0.129,0.758,0.135
145.0,-0.079,0.0,-0.139,0.595,0.203
145.25,-0.022,0.0,-0.25,0.39,0.109
145.5,0.036,0.0,-0.362,0.185,0.014
145.75,0.03,0.0,-0.387,-0.158,0.048
146.0,0.024,0.0,-0.413,-0.501,0.081
146.25,0.154,0.0,-0.322,-0.82,-0.033
146.5,0.283,0.0,-0.23,-1.139,-0.146
146.75,0.488,0.0,-0.166,-1.341,-0.162
147.0,0.692,0.0,-0.102,-1.543,-0.177
147.25,0.888,0.0,-0.11,-1.674,-0.319
147.5,1.084,0.0,-0.118,-1.805,-0.461
147.75,1.088,0.0,-0.169,-1.824,-0.64
148.0,1.092,0.0,-0.221,-1.842,-0.819
148.25,1.036,0.0,-0.272,-1.688,-0.908
148.5,0.98,0.0,-0.324,-1.533,-0.997
148.75,0.82,0.0,-0.341,-1.364,-1.154
149.0,0.661,0.0,-0.359,-1.195,-1.312
149.25,0.503,0.0,-0.228,-1.007,-1.185
149.5,0.346,0.0,-0.097,-0.819,-1.059
149.75,0.289,0.0,0.034,-0.755,-1.036
150.0,0.233,0.0,0.164,-0.691,-1.014
150.25,0.239,0.0,0.265,-0.649,-1.089
150.5,0.245,0.0,0.366,-0.608,-1.163
150.75,0.199,0.0,0.526,-0.737,-1.124
151.0,0.152,0.0,0.686,-0.867,-1.084
151.25,0.232,0.0,0.931,-1.002,-0.882
151.5,0.313,0.0,1.176,-1.137,-0.679
151.75,0.378,0.0,1.334,-1.328,-0.332
152.0,0.442,0.0,1.493,-1.518,0.015
152.25,0.504,0.0,1.466,-1.826,-0.078
152.5,0.566,0.0,1.439,-2.133,-0.172
152.75,0.45,0.0,1.523,-2.271,-0.07
153.0,0.334,0.0,1.607,-2.408,0.032
153.25,0.211,0.0,1.478,-2.322,0.088
153.5,0.088,0.0,1.349,-2.235,0.144
153.75,-0.07,0.0,1.214,-1.981,0.032
154.0,-0.229,0.0,1.078,-1.726,-0.081
154.25,-0.375,0.0,0.969,-1.383,0.04
154.5,-0.521,0.0,0.859,-1.039,0.16
154.75,-0.519,0.0,0.776,-0.655,0.191
155.0,-0.516,0.0,0.693,-0.271,0.222
155.25,-0.389,0.0,0.642,0.118,0.315
155.5,-0.262,0.0,0.592,0.508,0.407
155.75,-0.174,0.0,0.612,0.847,0.393
156.0,-0.087,0.0,0.633,1.185,0.379
156.25,-0.004,0.0,0.63,1.42,0.56
156.5,0.079,0.0,0.626,1.654,0.742
156.75,0.073,0.0,0.705,1.706,0.86
157.0,0.067,0.0,0.784,1.758,0.979
157.25,-0.021,0.0,0.827,1.651,1.055
157.5,-0.109,0.0,0.87,1.545,1.131
157.75,-0.178,0.0,0.983,1.383,1.109
158.0,-0.246,0.0,1.096,1.221,1.087
158.25,-0.332,0.0,1.082,0.984,0.913
158.5,-0.419,0.0,1.069,0.747,0.739
158.75,-0.445,0.0,1.018,0.611,0.655
159.0,-0.471,0.0,0.967,0.474,0.571
159.25,-0.602,0.0,0.904,0.341,0.573
159.5,-0.732,0.0,0.842,0.207,0.576
159.75,-0.714,0.0,0.782,0.186,0.424
160.0,-0.695,0.0,0.721,0.165,0.272
160.25,-0.664,0.0,0.699,0.176,0.393
160.5,-0.633,0.0,0.677,0.188,0.515
160.75,-0.616,0.0,0.572,0.29,0.515
161.0,-0.599,0.0,0.467,0.391,0.515
161.25,-0.665,0.0,0.375,0.472,0.482
161.5,-0.73,0.0,0.284,0.553,0.449
161.75,-0.897,0.0,0.152,0.557,0.298
162.0,-1.064,0.0,0.02,0.562,0.148
162.25,-1.184,0.0,-0.01,0.611,0.215
162.5,-1.305,0.0,-0.04,0.66,0.282
162.75,-1.228,0.0,-0.078,0.618,0.357
163.0,-1.151,0.0,-0.115,0.575,0.432
163.25,-0.994,0.0,-0.109,0.374,0.464
163.5,-0.836,0.0,-0.104,0.172,0.496
163.75,-0.676,0.0,-0.088,-0.022,0.526
164.0,-0.516,0.0,-0.073,-0.217,0.556
164.25,-0.421,0.0,-0.05,-0.409,0.414
164.5,-0.326,0.0,-0.028,-0.601,0.271
164.75,-0.282,0.0,0.026,-0.817,0.126
165.0,-0.238,0.0,0.08,-1.034,-0.019
165.25,-0.292,0.0,-0.032,-1.234,0.085
165.5,-0.346,0.0,-0.144,-1.434,0.189
165.75,-0.362,0.0,-0.149,-1.526,0.302
166.0,-0.378,0.0,-0.155,-1.618,0.416
166.25,-0.398,0.0,-0.208,-1.692,0.306
166.5,-0.417,0.0,-0.261,-1.767,0.196
166.75,-0.481,0.0,-0.357,-1.775,-0.084
167.0,-0.546,0.0,-0.453,-1.783,-0.364
167.25,-0.634,0.0,-0.476,-1.691,-0.284
167.5,-0.722,0.0,-0.5,-1.598,-0.205
167.75,-0.685,0.0,-0.646,-1.476,-0.103
168.0,-0.647,0.0,-0.792,-1.354,-0.001
168.25,-0.586,0.0,-0.86,-1.266,0.122
168.5,-0.525,0.0,-0.928,-1.177,0.246
168.75,-0.473,0.0,-0.884,-1.223,0.476
169.0,-0.421,0.0,-0.841,-1.268,0.706
169.25,-0.195,0.0,-0.752,-1.28,0.649
169.5,0.031,0.0,-0.662,-1.292,0.593
169.75,0.166,0.0,-0.523,-1.432,0.658
170.0,0.304,0.0,-0.384,-1.572,0.723
170.25,0.283,0.0,-0.443,-1.699,0.594
170.5,0.263,0.0,-0.502,-1.826,0.464
170.75,0.304,0.0,-0.494,-1.878,0.368
171.0,0.345,0.0,-0.486,-1.93,0.271
171.25,0.482,0.0,-0.553,-1.998,0.129
171.5,0.619,0.0,-0.62,-2.066,-0.013
171.75,0.75,0.0,-0.552,-2.034,-0.241
172.0,0.882,0.0,-0.484,-2.003,-0.469
172.25,1.004,0.0,-0.471,-1.88,-0.55
172.5,1.126,0.0,-0.459,-1.756,-0.632
172.75,1.181,0.0,-0.554,-1.52,-0.643
173.0,1.237,0.0,-0.65,-1.284,-0.655
173.25,1.203,0.0,-0.74,-0.901,-0.475
173.5,1.168,0.0,-0.831,-0.518,-0.295
173.75,1.127,0.0,-0.881,-0.27,-0.122
174.0,1.086,0.0,-0.932,-0.023,0.05
174.25,1.242,0.0,-0.93,0.293,0.069
174.5,1.399,0.0,-0.927,0.609,0.088
174.75,1.451,0.0,-0.975,0.771,0.203
175.0,1.505,0.0,-1.023,0.934,0.316
175.25,1.522,0.0,-0.969,1.084,0.058
175.5,1.538,0.0,-0.914,1.235,-0.201
175.75,1.529,0.0,-0.879,1.286,-0.365
176.0,1.519,0.0,-0.844,1.338,-0.529
176.25,1.602,0.0,-0.854,1.379,-0.569
176.5,1.684,0.0,-0.865,1.421,-0.609
176.75,1.775,0.0,-0.769,1.401,-0.541
177.0,1.866,0.0,-0.672,1.382,-0.472
177.25,1.97,0.0,-0.599,1.298,-0.349
177.5,2.074,0.0,-0.526,1.214,-0.225
177.75,2.01,0.0,-0.36,1.186,-0.268
178.0,1.946,0.0,-0.194,1.158,-0.31
178.25,1.825,0.0,-0.224,1.22,-0.204
178.5,1.704,0.0,-0.253,1.282,-0.097
178.75,1.52,0.0,-0.143,1.391,-0.003
179.0,1.335,0.0,-0.033,1.5,0.092
179.25,1.164,0.0,-0.077,1.665,0.122
179.5,0.992,0.0,-0.122,1.83,0.153
179.75,0.793,0.0,-0.17,2.023,0.357
180.0,0.594,0.0,-0.219,2.216,0.561
180.25,0.508,0.0,-0.181,2.307,0.422
180.5,0.422,0.0,-0.142,2.398,0.283
180.75,0.372,0.0,-0.095,2.45,0.113
181.0,0.322,0.0,-0.047,2.502,-0.057
181.25,0.291,0.0,-0.056,2.517,-0.091
181.5,0.261,0.0,-0.064,2.532,-0.126
181.75,0.28,0.0,-0.011,2.425,0.077
182.0,0.299,0.0,0.043,2.318,0.279
182.25,0.338,0.0,0.076,2.137,0.364
182.5,0.377,0.0,0.109,1.956,0.449
182.75,0.381,0.0,0.22,1.725,0.458
183.0,0.384,0.0,0.332,1.494,0.467
183.25,0.421,0.0,0.482,1.131,0.315
183.5,0.458,0.0,0.632,0.768,0.164
183.75,0.452,0.0,0.72,0.532,0.161
184.0,0.446,0.0,0.808,0.295,0.158
184.25,0.337,0.0,0.877,0.022,0.24
184.5,0.228,0.0,0.946,-0.252,0.322
184.75,0.158,0.0,0.843,-0.264,0.253
185.0,0.089,0.0,0.739,-0.276,0.184
185.25,0.042,0.0,0.781,-0.24,0.12
185.5,-0.005,0.0,0.823,-0.205,0.055
185.75,-0.031,0.0,0.666,-0.114,-0.085
186.0,-0.057,0.0,0.508,-0.023,-0.226
186.25,-0.146,0.0,0.434,0.122,-0.253
186.5,-0.235,0.0,0.359,0.266,-0.281
186.75,-0.32,0.0,0.283,0.325,-0.217
187.0,-0.405,0.0,0.207,0.384,-0.154
187.25,-0.424,0.0,0.121,0.479,-0.178
187.5,-0.443,0.0,0.035,0.575,-0.203
187.75,-0.442,0.0,-0.004,0.523,-0.221
188.0,-0.441,0.0,-0.044,0.471,-0.239
188.25,-0.427,0.0,0.087,0.291,-0.418
188.5,-0.413,0.0,0.218,0.111,-0.597
188.75,-0.438,0.0,0.179,-0.104,-0.659
189.0,-0.463,0.0,0.14,-0.319,-0.72
189.25,-0.563,0.0,0.136,-0.673,-0.637
189.5,-0.663,0.0,0.133,-1.027,-0.555
189.75,-0.648,0.0,0.204,-1.309,-0.874
190.0,-0.632,0.0,0.275,-1.59,-1.194
190.25,-0.68,0.0,0.448,-1.866,-0.982
190.5,-0.728,0.0,0.62,-2.141,-0.771
190.75,-0.689,0.0,0.666,-2.329,-0.534
191.0,-0.65,0.0,0.712,-2.517,-0.298
191.25,-0.843,0.0,0.791,-2.576,-0.164
191.5,-1.035,0.0,0.87,-2.636,-0.029
191.75,-1.184,0.0,0.75,-2.439,-0.105
192.0,-1.333,0.0,0.629,-2.243,-0.18
192.25,-1.438,0.0,0.58,-1.949,-0.221
192.5,-1.542,0.0,0.53,-1.656,-0.262
192.75,-1.568,0.0,0.469,-1.37,-0.24
193.0,-1.594,0.0,0.408,-1.084,-0.218
193.25,-1.612,0.0,0.433,-0.712,-0.24
193.5,-1.629,0.0,0.459,-0.34,-0.261
193.75,-1.593,0.0,0.445,0.008,-0.354
194.0,-1.557,0.0,0.43,0.356,-0.448
194.25,-1.557,0.0,0.365,0.675,-0.571
194.5,-1.557,0.0,0.299,0.995,-0.694
194.75,-1.541,0.0,0.351,1.205,-0.8
195.0,-1.524,0.0,0.402,1.415,-0.906
195.25,-1.513,0.0,0.4,1.444,-0.723
195.5,-1.502,0.0,0.397,1.473,-0.54
195.75,-1.41,0.0,0.305,1.374,-0.287
196.0,-1.317,0.0,0.213,1.275,-0.035
196.25,-1.371,0.0,0.294,1.118,0.109
196.5,-1.426,0.0,0.375,0.961,0.252
196.75,-1.454,0.0,0.28,0.874,0.088
197.0,-1.482,0.0,0.185,0.787,-0.076
197.25,-1.504,0.0,0.139,0.706,-0.17
197.5,-1.526,0.0,0.093,0.625,-0.264
197.75,-1.541,0.0,-0.065,0.529,-0.354
198.0,-1.556,0.0,-0.223,0.433,-0.444
198.25,-1.547,0.0,-0.436,0.386,-0.496
198.5,-1.539,0.0,-0.649,0.34,-0.549
198.75,-1.395,0.0,-0.74,0.292,-0.606
199.0,-1.251,0.0,-0.831,0.244,-0.663
199.25,-1.072,0.0,-0.862,0.243,-0.772
199.5,-0.894,0.0,-0.893,0.241,-0.881
199.75,-0.769,0.001,-0.956,0.166,-0.867
200.0,-0.644,0.002,-1.02,0.092,-0.853
200.25,-0.465,0.002,-1.049,0.059,-0.79
200.5,-0.287,0.002,-1.077,0.026,-0.728
200.75,-0.218,0.002,-1.087,-0.103,-0.73
201.0,-0.149,0.002,-1.097,-0.231,-0.732
201.25,0.02,0.002,-1.019,-0.326,-0.623
201.5,0.189,0.002,-0.941,-0.42,-0.515
201.75,0.29,0.002,-0.85,-0.551,-0.293
202.0,0.391,0.002,-0.76,-0.682,-0.07
202.25,0.427,0.002,-0.538,-0.859,-0.223
202.5,0.462,0.002,-0.317,-1.036,-0.376
202.75,0.464,0.002,-0.173,-1.177,-0.514
203.0,0.466,0.002,-0.03,-1.318,-0.651
203.25,0.459,0.002,-0.149,-1.385,-0.481
203.5,0.451,0.002,-0.269,-1.453,-0.31
203.75,0.481,0.002,-0.33,-1.46,-0.373
204.0,0.51,0.002,-0.392,-1.467,-0.436
204.25,0.497,0.002,-0.372,-1.42,-0.406
204.5,0.483,0.002,-0.353,-1.372,-0.377
204.75,0.448,0.003,-0.344,-1.334,-0.176
205.0,0.414,0.005,-0.336,-1.295,0.025
205.25,0.434,0.005,-0.439,-1.21,0.052
205.5,0.454,0.005,-0.542,-1.125,0.079
205.75,0.383,0.005,-0.462,-0.994,0.011
206.0,0.312,0.005,-0.382,-0.864,-0.056
206.25,0.363,0.005,-0.442,-0.732,-0.154
206.5,0.414,0.005,-0.503,-0.601,-0.251
206.75,0.37,0.005,-0.443,-0.566,-0.159
207.0,0.327,0.005,-0.382,-0.531,-0.067
207.25,0.267,0.005,-0.313,-0.569,-0.208
207.5,0.207,0.005,-0.244,-0.608,-0.349
207.75,0.237,0.005,-0.076,-0.637,-0.337
208.0,0.266,0.005,0.092,-0.666,-0.324
208.25,0.41,0.005,0.142,-0.785,-0.29
208.5,0.553,0.005,0.191,-0.905,-0.256
208.75,0.66,0.005,0.262,-0.982,-0.13
209.0,0.766,0.005,0.334,-1.06,-0.004
209.25,0.783,0.005,0.427,-1.144,0.254
209.5,0.8,0.005,0.521,-1.228,0.511
209.75,0.768,0.006,0.627,-1.22,0.829
210.0,0.738,0.007,0.732,-1.212,1.147
210.25,0.672,0.007,0.683,-1.111,1.292
210.5,0.606,0.007,0.635,-1.01,1.436
210.75,0.486,0.007,0.747,-0.772,1.452
211.0,0.367,0.007,0.86,-0.534,1.468
211.25,0.31,0.007,0.704,-0.259,1.26
211.5,0.254,0.007,0.548,0.015,1.052
211.75,0.157,0.007,0.476,0.249,1.048
212.0,0.061,0.007,0.405,0.482,1.044
212.25,-0.097,0.007,0.378,0.798,1.073
212.5,-0.254,0.007,0.351,1.114,1.102
212.75,-0.37,0.007,0.392,1.389,1.235
213.0,-0.486,0.007,0.433,1.665,1.369
213.25,-0.522,0.007,0.697,1.814,1.446
213.5,-0.557,0.007,0.962,1.963,1.523
213.75,-0.674,0.007,1.036,1.969,1.516
214.0,-0.79,0.007,1.109,1.974,1.508
214.25,-0.842,0.007,1.095,1.835,1.394
214.5,-0.895,0.007,1.08,1.697,1.28
214.75,-0.926,0.006,1.093,1.51,1.231
215.0,-0.955,0.005,1.106,1.324,1.182
215.25,-1.076,0.005,1.187,1.165,1.275
215.5,-1.196,0.005,1.268,1.006,1.369
215.75,-1.225,0.005,1.303,0.939,1.491
216.0,-1.255,0.005,1.338,0.873,1.614
216.25,-1.252,0.005,1.277,0.812,1.509
216.5,-1.249,0.005,1.216,0.752,1.405
216.75,-1.246,0.005,1.009,0.756,1.247
217.0,-1.243,0.005,0.802,0.761,1.09
217.25,-1.266,0.005,0.628,0.972,1.208
217.5,-1.29,0.005,0.455,1.183,1.327
217.75,-1.311,0.005,0.262,1.412,1.404
218.0,-1.332,0.005,0.069,1.641,1.482
218.25,-1.49,0.005,0.141,1.875,1.508
218.5,-1.648,0.005,0.213,2.109,1.534
218.75,-1.808,0.005,0.378,2.346,1.622
219.0,-1.967,0.005,0.543,2.583,1.71
219.25,-1.908,0.005,0.507,2.742,1.66
219.5,-1.849,0.005,0.47,2.9,1.609
219.75,-1.722,-0.001,0.444,2.843,1.485
220.0,-1.594,-0.007,0.417,2.787,1.36
220.25,-1.552,-0.007,0.468,2.684,1.272
220.5,-1.51,-0.007,0.52,2.581,1.184
220.75,-1.371,-0.007,0.527,2.396,1.115
221.0,-1.232,-0.007,0.535,2.21,1.046
221.25,-1.247,-0.007,0.533,2.011,0.998
221.5,-1.262,-0.007,0.532,1.812,0.95
221.75,-1.113,-0.007,0.564,1.587,0.87
222.0,-0.964,-0.007,0.595,1.363,0.791
222.25,-0.794,-0.007,0.437,1.177,0.894
222.5,-0.624,-0.007,0.279,0.991,0.998
222.75,-0.491,-0.007,0.006,0.765,0.962
223.0,-0.357,-0.007,-0.266,0.539,0.927
223.25,-0.41,-0.007,-0.448,0.401,0.77
223.5,-0.463,-0.007,-0.63,0.263,0.613
223.75,-0.496,-0.007,-0.723,0.277,0.391
224.0,-0.529,-0.007,-0.816,0.292,0.169
224.25,-0.574,-0.007,-0.862,0.346,0.114
224.5,-0.619,-0.007,-0.908,0.4,0.06
224.75,-0.546,-0.009,-0.952,0.403,-0.112
225.0,-0.472,-0.011,-0.996,0.408,-0.284
225.25,-0.339,-0.011,-1.039,0.404,-0.498
225.5,-0.206,-0.01,-1.081,0.4,-0.713
225.75,0.045,-0.01,-1.131,0.276,-0.894
226.0,0.295,-0.01,-1.181,0.152,-1.074
226.25,0.442,-0.01,-1.009,0.074,-0.816
226.5,0.589,-0.01,-0.838,-0.004,-0.557
226.75,0.771,-0.01,-0.568,-0.135,-0.426
227.0,0.954,-0.01,-0.298,-0.266,-0.295
227.25,1.059,-0.01,-0.202,-0.546,-0.222
227.5,1.164,-0.01,-0.106,-0.825,-0.15
227.75,1.186,-0.01,-0.075,-1.074,-0.161
228.0,1.208,-0.01,-0.044,-1.324,-0.172
228.25,1.224,-0.01,-0.228,-1.528,-0.222
228.5,1.239,-0.01,-0.412,-1.731,-0.273
228.75,1.29,-0.01,-0.538,-1.892,-0.363
229.0,1.342,-0.01,-0.663,-2.054,-0.453
229.25,1.291,-0.01,-0.698,-2.1,-0.383
229.5,1.24,-0.01,-0.733,-2.147,-0.312
229.75,1.201,-0.01,-0.803,-1.986,-0.239
230.0,1.163,-0.01,-0.874,-1.823,-0.166
230.25,1.192,-0.008,-1.079,-1.643,-0.382
230.5,1.22,-0.007,-1.284,-1.463,-0.597
230.75,1.188,-0.007,-1.493,-1.196,-0.632
231.0,1.155,-0.007,-1.701,-0.93,-0.667
231.25,1.24,-0.007,-1.782,-0.627,-0.59
231.5,1.325,-0.007,-1.862,-0.324,-0.513
231.75,1.317,-0.007,-1.734,-0.035,-0.544
232.0,1.309,-0.007,-1.605,0.255,-0.575
232.25,1.305,-0.007,-1.459,0.311,-0.614
232.5,1.301,-0.007,-1.313,0.366,-0.653
232.75,1.206,-0.007,-1.107,0.406,-0.551
233.0,1.11,-0.007,-0.902,0.446,-0.449
233.25,1.075,-0.007,-0.856,0.434,-0.435
233.5,1.041,-0.007,-0.81,0.423,-0.421
233.75,1.007,-0.007,-0.834,0.255,-0.405
234.0,0.973,-0.007,-0.857,0.088,-0.389
234.25,0.886,-0.007,-0.664,-0.11,-0.379
234.5,0.8,-0.007,-0.471,-0.308,-0.368
234.75,0.65,-0.004,-0.436,-0.376,-0.382
235.0,0.502,-0.002,-0.402,-0.444,-0.395
235.25,0.392,-0.001,-0.344,-0.585,-0.478
235.5,0.281,0.0,-0.286,-0.726,-0.56
235.75,0.021,0.0,-0.269,-0.88,-0.523
236.0,-0.239,0.0,-0.252,-1.034,-0.486
236.25,-0.338,-0.001,-0.349,-1.248,-0.601
236.5,-0.437,-0.001,-0.447,-1.462,-0.715
236.75,-0.525,-0.001,-0.444,-1.525,-0.834
237.0,-0.613,-0.001,-0.44,-1.587,-0.953
237.25,-0.453,-0.001,-0.472,-1.615,-1.067
237.5,-0.294,-0.001,-0.504,-1.642,-1.182
237.75,-0.213,-0.001,-0.365,-1.562,-1.095
238.0,-0.133,-0.001,-0.225,-1.483,-1.007
238.25,0.01,-0.001,-0.13,-1.409,-1.021
238.5,0.152,-0.001,-0.034,-1.336,-1.035
238.75,0.222,-0.001,-0.146,-1.398,-1.003
239.0,0.292,-0.001,-0.258,-1.46,-0.972
239.25,0.389,-0.001,-0.09,-1.561,-0.989
239.5,0.485,-0.001,0.079,-1.662,-1.006
239.75,0.501,0.004,0.139,-1.666,-1.087
240.0,0.518,0.01,0.198,-1.669,-1.167
240.25,0.541,0.009,0.397,-1.615,-0.887
240.5,0.564,0.008,0.596,-1.56,-0.607
240.75,0.412,0.008,0.634,-1.516,-0.432
241.0,0.26,0.008,0.672,-1.472,-0.258
241.25,0.152,0.007,0.656,-1.555,-0.343
241.5,0.045,0.005,0.64,-1.637,-0.428
241.75,-0.073,0.005,0.505,-1.682,-0.434
242.0,-0.192,0.005,0.37,-1.728,-0.44
242.25,-0.215,0.005,0.272,-1.679,-0.537
242.5,-0.239,0.005,0.173,-1.63,-0.635
242.75,-0.187,0.005,0.076,-1.518,-0.712
243.0,-0.136,0.005,-0.022,-1.407,-0.79
243.25,-0.026,0.005,-0.065,-1.293,-0.805
243.5,0.084,0.005,-0.108,-1.18,-0.82
243.75,0.207,0.005,-0.123,-1.054,-0.892
244.0,0.33,0.005,-0.138,-0.929,-0.964
244.25,0.415,0.005,-0.116,-0.877,-1.002
244.5,0.5,0.005,-0.093,-0.825,-1.04
244.75,0.496,0.006,-0.009,-0.859,-1.104
245.0,0.494,0.007,0.075,-0.893,-1.168
245.25,0.567,0.002,0.261,-0.925,-1.055
245.5,0.64,-0.003,0.447,-0.956,-0.941
245.75,0.738,-0.003,0.512,-0.963,-1.013
246.0,0.837,-0.003,0.577,-0.969,-1.084
246.25,0.764,-0.004,0.608,-1.077,-1.148
246.5,0.691,-0.005,0.64,-1.185,-1.211
246.75,0.736,-0.005,0.595,-1.274,-1.024
247.0,0.781,-0.005,0.55,-1.362,-0.838
247.25,0.674,-0.005,0.547,-1.389,-0.671
247.5,0.568,-0.005,0.544,-1.415,-0.505
247.75,0.59,-0.005,0.576,-1.369,-0.725
248.0,0.611,-0.005,0.607,-1.323,-0.946
248.25,0.635,-0.005,0.536,-1.222,-0.932
248.5,0.66,-0.005,0.466,-1.121,-0.919
248.75,0.731,-0.005,0.534,-0.818,-0.856
249.0,0.802,-0.005,0.603,-0.515,-0.793
249.25,0.792,-0.005,0.383,-0.087,-0.944
249.5,0.782,-0.005,0.162,0.341,-1.096
249.75,0.75,-0.006,0.143,0.623,-0.997
250.0,0.72,-0.007,0.123,0.905,-0.899
250.25,0.671,-0.008,0.192,1.17,-0.956
250.5,0.623,-0.009,0.261,1.435,-1.014
250.75,0.729,-0.009,0.385,1.637,-1.164
251.0,0.835,-0.009,0.51,1.84,-1.314
251.25,0.834,-0.008,0.798,1.98,-1.164
251.5,0.833,-0.007,1.086,2.121,-1.014
251.75,0.799,-0.007,1.158,2.158,-0.614
252.0,0.766,-0.007,1.229,2.195,-0.213
252.25,0.64,-0.007,1.351,2.172,0.076
252.5,0.515,-0.007,1.474,2.15,0.364
252.75,0.369,-0.007,1.465,1.902,0.238
253.0,0.222,-0.007,1.456,1.654,0.112
253.25,0.197,-0.007,1.442,1.44,0.278
253.5,0.173,-0.007,1.428,1.226,0.443
253.75,0.067,-0.007,1.561,1.006,0.706
254.0,-0.039,-0.007,1.694,0.786,0.969
254.25,-0.086,-0.007,1.342,0.747,1.103
254.5,-0.133,-0.007,0.99,0.708,1.236
254.75,-0.092,-0.009,0.751,0.71,1.386
255.0,-0.048,-0.01,0.51,0.712,1.536
255.25,-0.082,-0.009,0.171,0.777,1.265
255.5,-0.116,-0.008,-0.169,0.843,0.994
255.75,-0.035,-0.008,-0.365,0.946,0.902
256.0,0.045,-0.008,-0.561,1.05,0.809
256.25,0.201,-0.003,-0.628,1.214,0.899
256.5,0.356,0.002,-0.694,1.378,0.989
256.75,0.439,0.002,-0.788,1.566,0.678
257.0,0.521,0.002,-0.882,1.754,0.367
257.25,0.563,0.002,-0.814,1.849,0.321
257.5,0.605,0.002,-0.745,1.945,0.275
257.75,0.552,0.002,-0.826,1.846,0.346
258.0,0.499,0.002,-0.906,1.747,0.416
258.25,0.435,0.002,-0.884,1.625,0.437
258.5,0.371,0.002,-0.862,1.503,0.458
258.75,0.262,0.002,-0.901,1.373,0.614
259.0,0.153,0.002,-0.94,1.244,0.769
259.25,0.097,0.002,-0.921,1.076,0.667
259.5,0.042,0.002,-0.902,0.907,0.565
259.75,0.086,0.001,-0.966,0.756,0.622
260.0,0.131,0.0,-1.031,0.605,0.679
260.25,0.107,0.002,-1.203,0.341,0.641
260.5,0.084,0.003,-1.376,0.076,0.604
260.75,0.101,0.003,-1.296,-0.127,0.688
261.0,0.118,0.003,-1.216,-0.331,0.771
261.25,0.102,0.004,-1.259,-0.395,0.83
261.5,0.086,0.005,-1.302,-0.46,0.89
261.75,0.044,0.005,-1.207,-0.47,0.605
262.0,0.001,0.005,-1.112,-0.479,0.321
262.25,-0.076,0.005,-1.028,-0.434,0.186
262.5,-0.154,0.005,-0.943,-0.388,0.051
262.75,-0.174,0.005,-0.955,-0.221,0.359
263.0,-0.195,0.005,-0.966,-0.055,0.666
263.25,-0.275,0.005,-0.837,0.076,0.616
263.5,-0.355,0.005,-0.708,0.208,0.565
